19:54:44  5.3  1.0
19:54:45  5.2  1.0
19:54:46  5.2  1.0
19:54:47  5.1  1.0
19:54:48  5.1  1.0
19:54:49  5.0  1.0
19:54:50  5.0  1.0
19:54:51  4.9  1.0
19:54:52  4.9  1.0
19:54:53  4.9  1.0
19:54:54  4.8  1.0
19:54:55  4.8  1.0
19:54:56  4.8  1.0
19:54:57  4.8  1.0
19:54:58  4.7  1.0
19:54:59  4.7  1.0
19:55:00  4.8  1.0
19:55:01  4.8  1.0
19:55:02  4.8  1.0
19:55:03  4.8  1.0
19:55:04  4.7  1.0
19:55:05  4.7  1.0
19:55:06  4.7  1.0
19:55:07  4.7  1.0
19:55:08  4.6  1.0
19:55:09  4.6  1.0
19:55:10  4.6  1.0
19:55:11  4.7  1.0
19:55:12  4.6  1.0
19:55:13  4.6  1.0
19:55:14  4.6  1.0
19:55:15  4.5  1.0
19:55:16  4.5  1.0
19:55:17  4.5  1.0
19:55:18  4.5  1.0
19:55:19  4.4  1.0
19:55:20  4.4  1.0
19:55:21  4.4  1.0
19:55:22  4.4  1.0
19:55:23  4.3  1.0
19:55:24  4.3  1.0
19:55:25  4.3  1.0
19:55:26  4.3  1.0
19:55:27  4.3  1.0
19:55:28  4.3  1.0
19:55:29  4.2  1.0
19:55:30  4.2  1.0
19:55:31  4.2  1.0
19:55:32  4.2  1.0
19:55:33  4.2  1.0
19:55:34  4.1  1.0
19:55:35  4.1  1.0
19:55:36  4.1  1.0
19:55:37  4.1  1.0
19:55:38  4.1  1.0
19:55:40  4.1  1.0
19:55:41  4.1  1.0
19:55:42  4.0  1.0
19:55:43  4.0  1.0
19:55:44  4.0  1.0
19:55:45  4.0  1.0
19:55:46  4.0  1.0
19:55:47  3.9  1.0
19:55:48  3.9  1.0
19:55:49  3.9  1.0
19:55:50  3.9  1.0
19:55:51  3.9  1.0
19:55:52  3.9  1.0
19:55:53  3.9  1.0
19:55:54  3.8  1.0
19:55:55  3.8  1.0
19:55:56  3.8  1.0
19:55:57  3.8  1.0
19:55:58  3.8  1.0
19:55:59  3.8  1.0
19:56:00  3.8  1.0
19:56:01  3.8  1.0
19:56:02  3.7  1.0
19:56:03  3.7  1.0
19:56:04  3.7  1.0
19:56:05  3.7  1.0
19:56:06  3.7  1.0
19:56:07  3.7  1.0
19:56:08  3.7  1.0
19:56:09  3.7  1.0
19:56:10  3.7  1.0
19:56:11  3.6  1.0
19:56:12  3.6  1.0
19:56:13  3.6  1.0
19:56:14  3.6  1.0
19:56:15  3.6  1.0
19:56:16  3.6  1.0
19:56:17  3.6  1.0
19:56:18  3.6  1.0
19:56:19  3.6  1.0
19:56:20  3.6  1.0
19:56:21  3.5  1.0
19:56:22  3.5  1.0
19:56:23  3.5  1.0
19:56:24  3.5  1.0
19:56:25  3.5  1.0
19:56:26  3.5  1.0
19:56:27  3.5  1.0
19:56:28  3.5  1.0
19:56:29  3.5  1.0
19:56:30  3.5  1.0
19:56:31  3.5  1.0
19:56:32  3.5  1.0
19:56:33  3.5  1.0
19:56:34  3.4  1.0
19:56:35  3.4  1.0
19:56:36  3.4  1.0
19:56:37  3.4  1.0
19:56:38  3.4  1.0
19:56:39  3.4  1.0
19:56:40  3.4  1.0
19:56:41  3.4  1.0
19:56:42  3.4  1.0
